_id,name,numeric,mcc,mnc,carrier_id,apn,user,server,password,proxy,port,mmsproxy,mmsport,mmsc,authtype,type,current,current1,sim_slot,protocol,roaming_protocol,carrier_enabled,bearer,bearer_bitmask,network_type_bitmask,mvno_type,mvno_match_data,sub_id,profile_id,modem_cognitive,max_conns,wait_time,max_conns_time,mtu,edited,user_visible,user_editable,owned_by,apn_set_id,roaming,skip_464xlat
2943,3 share,45403,454,03,-1,share.three.com.hk,,,,,,,,,1,dun,,,-1,IP,IP,1,0,0,0,gid,0404,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2944,3 IMS VAS,45403,454,03,-1,vas.wlan.three.com.hk,,,,,,mms.three.com.hk,8799,http://mms.um.three.com.hk:10021/mmsc,1,mms,,,-1,IP,IP,1,0,131072,131072,gid,0404,1,0,0,20,0,300,0,0,0,0,1,0,0,-1
2945,3 IMS,45403,454,03,-1,ims.lte.three.com.hk,,,,,,,,,1,ims,,,-1,IP,IP,1,0,0,0,gid,0404,1,0,0,20,0,300,0,0,0,0,1,0,0,-1
2946,Mo,45403,454,03,-1,mobile.three.com.hk,,,,,,mms.three.com.hk,8799,http://mms.um.three.com.hk:10021/mmsc,1,"default,supl,mms",,,-1,IP,IP,1,0,0,0,gid,0405,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2947,Mo Share,45403,454,03,-1,share.three.com.hk,,,,,,,,,1,dun,,,-1,IP,IP,1,0,0,0,gid,0405,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2948,Mo IMS VAS,45403,454,03,-1,vas.wlan.three.com.hk,,,,,,mms.three.com.hk,8799,http://mms.um.three.com.hk:10021/mmsc,1,mms,,,-1,IP,IP,1,0,131072,131072,gid,0405,1,0,0,20,0,300,0,0,0,0,1,0,0,-1
2949,Mo IMS,45403,454,03,-1,ims.lte.three.com.hk,,,,,,,,,1,ims,,,-1,IP,IP,1,0,0,0,gid,0405,1,0,0,20,0,300,0,0,0,0,1,0,0,-1
2950,3-DB-MMS,45404,454,04,-1,mms-g.three.com.hk,3,,1234,,,10.30.15.53,8080,http://10.30.15.51:10021/mmsc,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2951,3-DB-GPRS,45404,454,04,-1,web-g.three.com.hk,,,,10.30.3.151,8080,,,,1,"default,supl,dun",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2952,SmarTone,45406,454,06,-1,SmarTone,,,,,,10.9.9.9,8080,http://mms.smartone.com/server,2,"default,supl,mms,dun",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2953,SmarTone IMS,45406,454,06,-1,ims,,,,,,,,,2,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
2954,3gnet,45407,454,07,-1,3gnet,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,454070,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2955,3gnet,45407,454,07,-1,3gnet,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,454071,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2956,3gnet,45407,454,07,-1,3gnet,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,454072,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2957,3gnet,45407,454,07,-1,3gnet,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,454073,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2958,3gnet,45407,454,07,-1,3gnet,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,454074,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2959,3gnet,45407,454,07,-1,3gnet,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,454075,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2960,3gnet,45407,454,07,-1,3gnet,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,454076,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2961,3gnet,45407,454,07,-1,3gnet,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,454077,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2962,hkw,45407,454,07,-1,hkw,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,454078,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2963,cuhkiot,45407,454,07,-1,cuhkiot,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,454079,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2964,Truphone,45408,454,08,-1,truphone.com,,,,,,,,http://mmsc.truphone.com:1981/mm1,-1,"default,supl,mms,dun",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2965,csl,45410,454,10,-1,hkcsl,,,,,,192.168.59.51,8080,http://192.168.58.171:8002,3,"default,supl,mms",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2966,chkt,45411,454,11,-1,chkt,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2967,CMHK Data,45412,454,12,-1,cmhk,,,,,,,,http://mms.hk.chinamobile.com/mms,-1,"default,supl,mms,dun",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2968,CMHK IMS,45412,454,12,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
2969,CMHK Data,45413,454,13,-1,cmhk,,,,,,,,http://mms.hk.chinamobile.com/mms,-1,"default,supl,mms,dun",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2970,CMHK IMS,45413,454,13,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
2971,3-DB-MMS,45414,454,14,-1,mms-g.three.com.hk,3,,1234,,,10.30.15.53,8080,http://10.30.15.51:10021/mmsc,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2972,3-DB-GPRS,45414,454,14,-1,web-g.three.com.hk,,,,10.30.3.151,8080,,,,1,"default,supl,dun",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2973,SmarTone,45415,454,15,-1,SmarTone,,,,,,10.9.9.9,8080,http://mms.smartone.com/server,2,"default,supl,mms,dun",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2974,SmarTone IMS,45415,454,15,-1,ims,,,,,,,,,2,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
2975,csl,45416,454,16,-1,mobile,,,,,,10.140.14.10,8080,http://mms.hkcsl.com:8080,3,"default,supl,mms",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2976,csl IMS,45416,454,16,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
2977,SmarTone,45417,454,17,-1,SmarTone,,,,,,10.9.9.9,8080,http://mms.smartone.com/server,2,"default,supl,mms,dun",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2978,SmarTone IMS,45417,454,17,-1,ims,,,,,,,,,2,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
2979,csl,45418,454,18,-1,mobile,,,,,,192.168.59.51,8080,http://192.168.58.171:8002,3,"default,supl,mms",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2980,IMS,45418,454,18,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
2981,csl,45418,454,18,-1,mobile,,,,,,192.168.59.51,8080,http://192.168.58.171:8002,3,"default,supl,mms",,,-1,IP,IP,1,0,0,0,gid,01020000,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2982,csl IMS,45418,454,18,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,gid,01020000,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
2983,1O1O,45418,454,18,-1,mobile,,,,,,192.168.59.51,8080,http://192.168.58.171:8002,3,"default,supl,mms",,,-1,IP,IP,1,0,0,0,gid,01010000,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2984,1O1O IMS,45418,454,18,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,gid,01010000,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
2985,SUN Mobile,45418,454,18,-1,SUNMobile,,,,,,192.168.59.61,8080,http://192.168.58.171:8002,3,"default,supl,mms",,,-1,IP,IP,1,0,0,0,gid,01030000,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2986,SUN Mobile IMS,45418,454,18,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,gid,01030000,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
2987,Global Call,45418,454,18,-1,globalcall,,,,,,192.168.59.51,8080,http://192.168.58.171:8002,3,"default,supl,mms",,,-1,IP,IP,1,0,0,0,gid,01040000,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2988,IMS,45418,454,18,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,gid,01040000,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
2989,HK Prepaid,45418,454,18,-1,mobile,,,,,,192.168.59.51,8080,http://192.168.58.171:8002,3,"default,supl,mms",,,-1,IP,IP,1,0,0,0,gid,02020001,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2990,IMS,45418,454,18,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,gid,02020001,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
2991,HK Prepaid,45418,454,18,-1,mobile,,,,,,192.168.59.51,8080,http://192.168.58.171:8002,3,"default,supl,mms",,,-1,IP,IP,1,0,0,0,gid,02020002,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2992,IMS,45418,454,18,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,gid,02020002,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
2993,HK Prepaid,45418,454,18,-1,mobile,,,,,,192.168.59.51,8080,http://192.168.58.171:8002,3,"default,supl,mms",,,-1,IP,IP,1,0,0,0,gid,02030001,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2994,IMS,45418,454,18,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,gid,02030001,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
2995,csl,45419,454,19,-1,mobile,,,,,,10.140.14.10,8080,http://mms.hkcsl.com:8080,3,"default,supl,mms",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2996,csl IMS,45419,454,19,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
2997,21VN,45421,454,21,-1,21VN,,,,,,,,,-1,"default,dun,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2998,CTExcel,45431,454,31,-1,CTExcel,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
2999,SmarTone MAC,45500,455,00,-1,smartgprs,,,,,,10.9.9.29,8080,http://momms.smartone.com/dmog/mo,1,"default,supl,mms,dun",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3000,CTM Data,45501,455,01,-1,ctm-mobile,,,,,,,,,1,"default,supl,dun",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3001,CTM MMS,45501,455,01,-1,ctmmms,,,,,,192.168.99.3,8080,http://mms.wap.ctm.net:8002,2,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3002,CTM Time-Based,45501,455,01,-1,ctm-mobile.t,,,,,,,,,1,"default,supl,dun",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3003,CTMVoLTE,45501,455,01,-1,ims,,,,,,,,,1,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3004,CTM Prepaid,45501,455,01,-1,ctmprepaid,,,,,,192.168.99.3,8080,http://mms.wap.ctm.net:8002,2,"default,supl,mms,dun",,,-1,IP,IP,1,0,0,0,imsi,4550103,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3005,CTMVoLTE,45501,455,01,-1,ims,,,,,,,,,1,ims,,,-1,IP,IP,1,0,0,0,imsi,4550103,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3006,CTNET,45502,455,02,-1,ctnet,ctnet@mycdma.cn,,vnet.mobi,,,,,,3,"default,xcap",,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3007,CTWAP,45502,455,02,-1,ctwap,ctwap@mycdma.cn,,vnet.mobi,,,10.0.0.200,80,http://mmsc.vnet.mobi,3,mms,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3008,ims,45502,455,02,-1,ims,,,,,,,,,-1,ims,,,-1,IPV6,IPV6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3009,3gnet,45502,455,02,-1,3gnet,,,,,,,,,2,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,46001,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3010,3 Macau,45503,455,03,-1,mobile.three.com.mo,,,,,,mms.three.com.mo,8080,http://mms.three.com.mo:10021/mmsc,1,"default,supl,mms,dun",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3011,3 Macau IMS,45503,455,03,-1,ims,,,,,,,,,1,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3012,CTM Data,45504,455,04,-1,ctm-mobile,,,,,,,,,1,"default,supl,dun",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3013,CTM MMS,45504,455,04,-1,ctmmms,,,,,,192.168.99.3,8080,http://mms.wap.ctm.net:8002,2,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3014,CTM Time-Based,45504,455,04,-1,ctm-mobile.t,,,,,,,,,1,"default,supl,dun",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3015,CTMVoLTE,45504,455,04,-1,ims,,,,,,,,,1,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3016,3 Macau,45505,455,05,-1,mobile.three.com.mo,,,,,,mms.three.com.mo,8080,http://mms.three.com.mo:10021/mmsc,1,"default,supl,mms,dun",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3017,3 Macau IMS,45505,455,05,-1,ims,,,,,,,,,1,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3018,CTNET,45507,455,07,-1,ctnet,ctnet@mycdma.cn,,vnet.mobi,,,,,,3,"default,xcap",,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3019,CTWAP,45507,455,07,-1,ctwap,ctwap@mycdma.cn,,vnet.mobi,,,10.0.0.200,80,http://mmsc.vnet.mobi,3,mms,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3020,ims,45507,455,07,-1,ims,,,,,,,,,-1,ims,,,-1,IPV6,IPV6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3021,CELLCARD INTERNET,45601,456,01,-1,cellcard,mobitel,,mobitel,,,,,,-1,default,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3022,MMS,45601,456,01,-1,mms,mobitel,,mobitel,,,203.144.95.98,3130,http://mms.mobitel.com.kh/mmsc,-1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3023,IMS,45601,456,01,-1,ims,,,,,,,,,1,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3024,Smart MMS,45602,456,02,-1,mms,,,,,,10.12.9.156,8080,http://mmsc,-1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3025,Smart Web,45602,456,02,-1,smart,,,,,,,,,-1,"default,xcap",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3026,IMS,45602,456,02,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3027,qb web,45604,456,04,-1,wap,,,,,,,,,-1,default,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3028,qb mms,45604,456,04,-1,mms,,,,,,172.16.96.66,8080,http://mms.qbmore.mobi,-1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3029,Star-Cell,45605,456,05,-1,default,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3030,Smart MMS,45606,456,06,-1,mms,,,,,,10.12.9.156,8080,http://mmsc,-1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3031,Smart Web,45606,456,06,-1,smart,,,,,,,,,-1,"default,xcap",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3032,IMS,45606,456,06,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3033,METFONE GPRS,45608,456,08,-1,metfone,,,,,,,,,-1,default,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3034,METFONE MMS,45608,456,08,-1,mms,,,,,,192.168.23.85,8080,http://192.168.24.10:38090,-1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3035,BeeGPRS,45609,456,09,-1,gprs.beeline.com.kh,,,,,,,,,-1,default,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3036,BeeMMS,45609,456,09,-1,mms.beeline.com.kh,,,,,,10.18.34.135,8080,http://mms,-1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3037,Seatel,45611,456,11,-1,seatel,,,,,,,,,-1,default,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3038,IMS,45611,456,11,-1,ims,,,,,,,,,1,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3039,Cellcard,45618,456,18,-1,default,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3040,lte4g,45701,457,01,-1,lte4g,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3041,etlnet,45702,457,02,-1,etlnet,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3042,unitel3g,45703,457,03,-1,unitel3g,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3043,Beeline,45708,457,08,-1,beelinelaonet,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
3044,CMNET,46000,460,00,-1,cmnet,,,,,,,,,-1,"default,supl,xcap",,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3045,CMWAP,46000,460,00,-1,cmwap,,,,,,10.0.0.172,80,http://mmsc.monternet.com,-1,mms,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,0,0,1,0,0,-1
3046,IMS,46000,460,00,-1,ims,,,,,,,,,-1,ims,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3047,沃宽带用户连接互联网,46001,460,01,-1,3gnet,,,,,,,,,-1,"default,supl,xcap",,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3048,沃宽带用户手机上网,46001,460,01,-1,3gwap,,,,,,10.0.0.172,80,http://mmsc.myuni.com.cn,-1,mms,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3049,ims,46001,460,01,-1,ims,,,,,,,,,-1,ims,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3050,CMNET,46002,460,02,-1,cmnet,,,,,,,,,-1,"default,supl,xcap",,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3051,CMWAP,46002,460,02,-1,cmwap,,,,,,10.0.0.172,80,http://mmsc.monternet.com,-1,mms,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,0,0,1,0,0,-1
3052,IMS,46002,460,02,-1,ims,,,,,,,,,-1,ims,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3053,CTNET,46003,460,03,-1,ctnet,ctnet@mycdma.cn,,vnet.mobi,,,,,,3,"default,supl,xcap",,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3054,CTWAP,46003,460,03,-1,ctwap,ctwap@mycdma.cn,,vnet.mobi,,,10.0.0.200,80,http://mmsc.vnet.mobi,3,mms,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,0,0,1,0,0,-1
3055,IMS,46003,460,03,-1,IMS,,,,,,,,,-1,ims,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3056,CMNET,46004,460,04,-1,cmnet,,,,,,,,,-1,"default,supl,xcap",,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3057,CMWAP,46004,460,04,-1,cmwap,,,,,,10.0.0.172,80,http://mmsc.monternet.com,-1,mms,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,0,0,1,0,0,-1
3058,IMS,46004,460,04,-1,ims,,,,,,,,,-1,ims,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3059,沃宽带用户连接互联网,46006,460,06,-1,3gnet,,,,,,,,,-1,"default,supl,xcap",,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3060,沃宽带用户手机上网,46006,460,06,-1,3gwap,,,,,,10.0.0.172,80,http://mmsc.myuni.com.cn,-1,mms,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3061,ims,46006,460,06,-1,ims,,,,,,,,,-1,ims,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3062,CMNET,46007,460,07,-1,cmnet,,,,,,,,,-1,"default,supl,xcap",,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3063,CMWAP,46007,460,07,-1,cmwap,,,,,,10.0.0.172,80,http://mmsc.monternet.com,-1,mms,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,0,0,1,0,0,-1
3064,IMS,46007,460,07,-1,ims,,,,,,,,,-1,ims,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3065,CMNET,46008,460,08,-1,cmnet,,,,,,,,,-1,"default,supl,xcap",,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3066,CMWAP,46008,460,08,-1,cmwap,,,,,,10.0.0.172,80,http://mmsc.monternet.com,-1,mms,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,0,0,1,0,0,-1
3067,IMS,46008,460,08,-1,ims,,,,,,,,,-1,ims,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3068,沃宽带用户连接互联网,46009,460,09,-1,3gnet,,,,,,,,,-1,"default,supl,xcap",,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3069,沃宽带用户手机上网,46009,460,09,-1,3gwap,,,,,,10.0.0.172,80,http://mmsc.myuni.com.cn,-1,mms,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3070,ims,46009,460,09,-1,ims,,,,,,,,,-1,ims,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3071,CTNET,46011,460,11,-1,ctnet,ctnet@mycdma.cn,,vnet.mobi,,,,,,3,"default,supl,xcap",,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3072,CTWAP,46011,460,11,-1,ctwap,ctwap@mycdma.cn,,vnet.mobi,,,10.0.0.200,80,http://mmsc.vnet.mobi,3,mms,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,0,0,1,0,0,-1
3073,IMS,46011,460,11,-1,IMS,,,,,,,,,-1,ims,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3074,CTNET,46012,460,12,-1,ctnet,ctnet@mycdma.cn,,vnet.mobi,,,,,,3,"default,supl,xcap",,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
3075,CTWAP,46012,460,12,-1,ctwap,ctwap@mycdma.cn,,vnet.mobi,,,10.0.0.200,80,http://mmsc.vnet.mobi,3,mms,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,0,0,1,0,0,-1
