docid,c0parent_class,c1child_class,c2parent_title,c3child_title
145897891,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Maximum connected Bluetooth audio devices
147423702,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,Call settings,Call alerts and ringtone
147954106,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Useful features,Open links in other apps
148171202,com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.ScreenTimeoutPreferenceActivity,Samsung DeX,Screen timeout for connected display
154921603,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,"Swipe, touch, and feedback",Keyboard swipe controls
156312095,com.samsung.accessibility.advanced.UsefulSettings,com.samsung.accessibility.Activities$UsefulSettingsActivity,Advanced settings,Side and Volume up keys
157307624,com.samsung.android.app.cocktailbarservice.cocktailsettings.EdgeScreenSettingsMain,com.samsung.android.app.cocktailbarservice.cocktailsettings.HandleSettings,Handle,Position
163387640,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Personal data,Autofill forms
163838445,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionSettings,Samsung Keyboard,Suggest stickers while typing
165739288,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Answering and ending calls,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Answering and ending calls,Answering and ending calls,Press Side key to end calls
169132654,com.samsung.android.settings.usefulfeature.MotionAndGestureSettings,com.samsung.android.settings.usefulfeature.MotionAndGestureSettings,Motions and gestures,Double tap to turn on screen
169626496,com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,Font size and style
174109700,com.sec.android.app.myfiles.external.ui.SettingsActivity,com.sec.android.app.myfiles.external.ui.SettingsActivity,My Files settings,Google Drive
174339397,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,About phone,ePush
179017779,com.samsung.android.settings.general.GeneralDeviceSettings,com.samsung.android.settings.general.GeneralDeviceSettings,General management,Battery
183124256,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Voicemail,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Voicemail,Voicemail,Notifications
193554728,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Suggest stickers while typing
193611835,com.samsung.android.messaging.ui.view.setting.sms.TextMessagesSettingActivity,com.samsung.android.messaging.ui.view.setting.sms.TextMessagesSettingActivity,Text messages,Input mode
193757559,com.samsung.accessibility.assistantmenu.settings.AssistantMenuMoreSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuMoreSettingsActivity,"Touchpad, cursor, and magnifier settings",Magnifier size
195611111,com.samsung.android.settings.security.OtherSecuritySettings,com.android.settings.security.ScreenPinningSettings,Other security settings,Pin windows
200980916,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Appearance,Webpage text size
207387002,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchfeedback.KeyTapFeedbackSettings,"Swipe, touch, and feedback",Touch feedback
210037280,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Internet settings,Privacy and security
211123868,com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,Advanced,Phone name
211920325,com.samsung.android.app.settings.SettingsActivity,com.samsung.android.app.settings.SettingsActivity,Screenshots and screen recorder,Video quality
217068331,com.samsung.android.honeyboard.settings.handwriting.HwrSettings,com.samsung.android.honeyboard.settings.handwriting.HwrSettings,Handwriting,Candidate type
222853307,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,com.samsung.android.settings.inputmethod.MouseAdditionalSecondButtonFragment,Mouse and trackpad,Additional button 2
224335012,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Adaptive notification ranking
226919758,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.accessories.DockSettings,Advanced features,Accessories
238736712,com.samsung.android.gallery.settings.activity.SettingActivity,com.samsung.android.gallery.settings.activity.SettingActivity,Gallery settings,Trash
240195117,com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SoundSettings,Sounds and vibration,Download ringtones
241171497,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Select debug app
243521658,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Show hardware layers updates
245129849,com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,Advanced,Sync with Samsung Cloud
247055519,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,Samsung Keyboard,More typing options
247323855,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Other call settings,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Other call settings,Other call settings,Hide contacts without numbers
254507206,com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,Large mouse/touchpad pointer
257354012,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.samsung.android.settings.deviceinfo.BatteryInfoSettings,About phone,Battery information
261430037,com.android.settings.AllInOneTetherSettings,com.android.settings.AllInOneTetherSettings,Mobile Hotspot and Tethering,Hotspot password
263192871,com.android.settings.location.LocationSettings,com.android.settings.location.RecentLocationRequestSeeAllFragment,Location,Recent location requests
272825712,com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Air view
274304765,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Choose a preset
275410953,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.samsung.android.settings.deviceinfo.PreloadedApps,About phone,Preloaded apps
279131001,com.samsung.android.settings.security.OtherSecuritySettings,com.samsung.android.settings.security.OtherSecuritySettings,Other security settings,Set up SIM card lock
280468102,com.samsung.android.app.calendar.activity.SettingsActivity,com.samsung.android.app.calendar.activity.SettingsActivity,Calendar settings,Show weather forecast
280999257,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,Call settings,Call display while using apps
287538113,com.samsung.android.settings.general.GeneralDeviceSettings,com.android.settings.applications.ProcessStatsSummary,General management,Memory
302005548,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchfeedback.KeyTapFeedbackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchfeedback.KeyTapFeedbackSettings,Touch feedback,Character preview
317118390,com.samsung.android.sm.battery.ui.BatteryActivity,com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,Battery,More battery settings
319691344,com.android.settings.applications.assist.ManageAssist,com.android.settings.applications.assist.ManageAssist,Device assistance app,Analyze on-screen images
329474038,com.samsung.android.messaging.ui.view.setting.MainSettingActivity,com.samsung.android.messaging.ui.view.setting.MainSettingActivity,Messages settings,Conversations categories
337414389,com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Allow multiple S Pens
342264102,com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.android.settings.applications.manageapplications.ManageApplications,Biometrics and security,Install unknown apps
343235062,com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.samsung.android.settings.security.BiometricsAndSecuritySettings,Biometrics and security,Find My Device
345867720,com.samsung.android.settings.deviceinfo.status.ImeiInformation,com.samsung.android.settings.deviceinfo.status.ImeiInformation,IMEI information,IMEI SV
348553728,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,Japanese input options,Mushroom
349292489,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Bluetooth AVRCP Version
356505132,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Other call settings,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Other call settings,Other call settings,Hearing aid compatibility
358429576,com.samsung.accessibility.homepage.AccessibilitySettings,com.samsung.accessibility.homepage.AccessibilityHomepageActivity,Accessibility,About Accessibility
359832436,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Voicemail,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Voicemail,Voicemail,Service provider
361384539,com.android.settings.privacy.PrivacyDashboardFragment,com.android.settings.privacy.PrivacyDashboardFragment,Privacy,Samsung Privacy
361422809,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Bug report
362874777,com.samsung.android.app.calendar.activity.SettingsActivity,com.samsung.android.app.calendar.activity.SettingsActivity,Calendar settings,Update holiday calendar
366379631,com.samsung.android.settings.navigationbar.NavigationBarSettings,com.samsung.android.settings.navigationbar.NavigationBarSettings,Navigation bar,Block gestures with S Pen
367973748,com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SoundSettings,Sounds and vibration,Call vibration pattern
369266611,com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.vision.viewclear.magnifier.ToggleMagnifierPreferenceFragment,Visibility enhancements,Magnifier window
370492009,com.samsung.android.sm.advanced.AdvancedSettingsActivity,com.samsung.android.sm.advanced.AdvancedSettingsActivity,Automation,Adaptive power saving
374249258,com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.DexFontSizeActivity,Samsung DeX,Font size
377553693,com.samsung.android.sm.battery.ui.BatteryActivity,com.samsung.android.sm.battery.ui.BatteryActivity,Battery,Background usage limits
380382042,com.android.settings.applications.assist.ManageAssist,com.android.settings.applications.assist.ManageAssist,Device assistance app,Flash screen
387148941,com.samsung.android.settings.wifi.SmartNetworkSwitchSettings,com.samsung.android.settings.wifi.SmartNetworkSwitchSettings,Switch to mobile data,Allow individual apps to switch
388043220,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Other call settings,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Other call settings,Other call settings,Customization Service
388138864,com.samsung.accessibility.install.TalkBack,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,TalkBack,TalkBack Settings
390911311,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.resetsettings.ResetSettingsActivity,Samsung Keyboard,Reset to default settings
399924408,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,System sound/vibration control,Docking sounds
401082873,com.samsung.android.honeyboard.settings.resetsettings.ResetSettingsActivity,com.samsung.android.honeyboard.settings.resetsettings.ResetSettingsActivity,Reset to default settings,Erase personalized predictions
402678437,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,Call settings,Quick decline messages
403227209,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.SafetyCareEmergencyMode,Advanced features,Emergency mode
404478543,com.samsung.accessibility.vision.viewclear.magnifier.ToggleMagnifierPreferenceFragment,com.samsung.accessibility.Activities$MagnifierWindowActivity,Magnifier window,Zoom
409495063,com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,Apps screen grid
410641126,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.FunctionKeySettings,Advanced features,Side key
411313217,com.samsung.android.forest.home.DefaultActivity,com.samsung.android.forest.home.DefaultActivity,Digital Wellbeing and parental controls,Parental controls
420125942,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchandhold.delay.TouchAndHoldDelaySettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchandhold.delay.TouchAndHoldDelaySettings,Keyboard touch and hold delay,Short (0.2 seconds)
422818605,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Force full GNSS measurements
431920781,com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.bluetooth.BluetoothSettings,Connections,Bluetooth
433302684,com.samsung.android.gallery.settings.activity.SettingActivity,com.samsung.android.gallery.settings.activity.SettingActivity,Gallery settings,Show place names
434195294,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.styleandlayout.modes.ModesSettings,Samsung Keyboard,Mode
460201425,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Enable Bluetooth HCI snoop log
463648015,com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,S Pen FCC certification
475882135,com.samsung.android.settings.connection.WirelessSettings,com.samsung.android.settings.connection.WirelessSettings,More connection settings,Advanced Calling & Messaging
478491939,com.android.settings.datausage.DataUsageSummary,com.android.settings.datausage.DataUsageSummary,Data usage,Wi-Fi data usage
482681935,com.samsung.android.settings.account.CloudAccountSettings,com.samsung.android.settings.account.CloudAccountSettings,Accounts and backup,Backup service not available
483624607,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.activekey.XcoverTopKeySettings,Advanced features,Top key
490155016,com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.connection.ConnectionsSettings,Connections,Global roaming
490919613,com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,Fuzzy pinyin input,ch = c
492266688,com.android.settings.notification.ConfigureNotificationSettings,com.android.settings.applications.manageapplications.ManageApplications,Notifications,More
492476990,com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,com.samsung.android.sm.battery.ui.fastwirelesscharging.FastWirelessActivity,More battery settings,Fast wireless charging
498820169,com.samsung.android.settings.deviceinfo.status.SimStatus,com.samsung.android.settings.deviceinfo.status.SimStatus,SIM card status,Mobile network state
499849556,com.android.settings.LegalSettings,com.android.settings.LegalSettings,Legal information,Samsung Knox Privacy Policy
502804147,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,"Swipe, touch, and feedback",Keyboard touch and hold delay
505607094,com.samsung.android.honeyboard.settings.resetsettings.ResetSettingsActivity,com.samsung.android.honeyboard.settings.resetsettings.ResetSettingsActivity,Reset to default settings,Reset keyboard settings
508209461,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Bluetooth Audio Channel Mode
509050226,com.samsung.android.settings.biometrics.face.FaceEntry,com.samsung.android.settings.face.FaceStayOnLockScreen,Face recognition,Stay on Lock screen until swipe
509676956,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Wait for debugger
511266209,com.samsung.android.settings.deviceinfo.status.SimStatus,com.samsung.android.settings.deviceinfo.status.SimStatus,SIM card status,Signal strength
515740651,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,Call settings,Supplementary services
516197780,com.samsung.android.app.calendar.activity.SettingsActivity,com.samsung.android.app.calendar.activity.SettingsActivity,Calendar settings,First day of the week
522944213,com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Dark mode settings
526463068,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Transition animation scale
527907488,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Use pitch changes
535095965,com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Ethernet MAC address
542218228,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Answering and ending calls,Call settings,Answering and ending calls
543315166,com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,Chinese input options,Hot words by Sogou
547971067,com.samsung.accessibility.homepage.AccessibilitySettings,com.samsung.accessibility.install.TalkBack,Accessibility,TalkBack
549090640,com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.applications.manageapplications.ManageApplications,Special access,Usage data access
552291995,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Sites and downloads,Notifications
559933618,com.samsung.android.messaging.ui.view.setting.MainSettingActivity,com.samsung.android.messaging.ui.view.setting.MainSettingActivity,Messages settings,Notifications
562680540,com.samsung.android.accessibility.talkback.preference.TalkBackSoundAndVibrationPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackSoundAndVibrationPreferencesActivity,Sound and vibration,Vibration feedback
570749060,com.samsung.android.settings.notification.SecVibrationIntensitySettings,com.samsung.android.settings.notification.SecVibrationIntensitySettings,Vibration intensity,Notifications
577029354,com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.samsung.android.settings.security.BiometricsAndSecuritySettings,Biometrics and security,Samsung Pass
581048294,com.android.settings.datetime.DateTimeSettings,com.android.settings.datetime.DateTimeSettings,Date and time,Time display scheme settings
583514231,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Stay awake
585621094,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Android Auto
587357865,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,TalkBack Settings,Speech volume
592830216,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,TalkBack Settings,Cover proximity sensor to stop speech
596038239,com.samsung.android.sm.battery.ui.setting.AppPowerManagementActivity,com.samsung.android.sm.battery.ui.setting.AppPowerManagementActivity,Background usage limits,Sleeping apps
596505064,com.android.settings.DisplaySettings,com.samsung.android.settings.navigationbar.NavigationBarSettings,Display,Navigation bar
604070515,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Bluetooth Audio Sample Rate
604846851,com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,More battery settings,Adaptive battery
613045907,com.android.settings.privacy.PrivacyDashboardFragment,com.android.settings.privacy.PrivacyDashboardFragment,Privacy,App content
614886639,com.android.settings.notification.ConfigureNotificationSettings,com.android.settings.notification.ConfigureNotificationSettings,Notifications,Included apps
616721534,com.android.settings.accounts.AccountDashboardFragment,com.android.settings.accounts.AccountDashboardFragment,Manage accounts,Auto sync data
618184753,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Force Dark mode
618300167,com.android.settings.applications.assist.ManageAssist,com.android.settings.gestures.AssistGestureSettings,Device assistance app,Assist gesture
623543952,com.samsung.android.messaging.ui.view.setting.sms.TextMessagesSettingActivity,com.samsung.android.messaging.ui.view.setting.sms.TextMessagesSettingActivity,Text messages,Message center
626770037,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,Software information,Android version
627075366,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Suspend execution for cached apps
627955533,com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,High contrast keyboard
629667431,com.samsung.accessibility.assistantmenu.settings.AssistantMenuMoreSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuMoreSettingsActivity,"Touchpad, cursor, and magnifier settings",Zoom
630271525,com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Show floating icon
634712449,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Disable Thermal Throttling
642587685,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Turn off Bluetooth HFP
647345284,com.android.settings.wifi.ConfigureWifiSettings,com.samsung.android.settings.wifi.WifiControlHistory,Advanced,Wi-Fi control history
656449534,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,Japanese input options,Half-width input
661672224,com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.SPenInputModePreferenceActivity,Samsung DeX,S Pen input mode
662532162,com.samsung.android.settings.lockscreen.SecuredLockSettingsMenu,com.samsung.android.settings.lockscreen.SecuredLockSettingsMenu,Secure lock settings,Lock network and security
666790111,com.samsung.accessibility.assistantmenu.settings.AssistantMenuMoreSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuMoreSettingsActivity,"Touchpad, cursor, and magnifier settings",Cursor size
667695653,com.android.settings.wifi.ConfigureWifiSettings,com.samsung.android.settings.wifi.TurnOnWifiAutomaticallySettings,Advanced,Turn on Wi-Fi automatically
671042554,com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Adaptive brightness
671128824,com.android.settings.inputmethod.VirtualKeyboardFragment,com.android.settings.inputmethod.VirtualKeyboardFragment,Keyboard list and default,Default keyboard
672631329,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Predictive text lines
672876639,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.samsung.android.settings.deviceinfo.IconGlossary,About phone,Icon glossary
679165155,com.samsung.android.settings.activekey.XcoverTopKeySettings,com.samsung.android.settings.activekey.XcoverTopKeySettings,Top key,Use while screen locked
684082902,com.samsung.android.settings.biometrics.face.FaceEntry,com.samsung.android.settings.biometrics.face.FaceEntry,Face recognition,Brighten screen
684288166,com.samsung.accessibility.assistantmenu.settings.AssistantMenuSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuSettingsActivity,Assistant menu,Replace swipe with single tap
684886208,com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.applications.manageapplications.ManageApplications,Special access,Optimize battery usage
685218907,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Revoke USB debugging authorizations
686442366,com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Hijri calendar
691007404,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Show taps
693367275,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Call/message spam filter
698707791,com.android.settings.notification.zen.ZenModePeopleSettings,com.android.settings.notification.zen.ZenModePeopleSettings,"Calls, messages, and conversations",Messages
701880845,com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.hearing.hearingaid.HearingAidPreferenceFragment,Hearing enhancements,Hearing aid support
707027229,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,Mouse and trackpad,Touchpad scrolling direction
708657918,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Automatically capture system heap dumps
735203027,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Appearance,Control the zoom on webpages
735951558,com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Screen zoom
741596294,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Debug non-rectangular clip operations
741784139,com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.MouseTrackpadPreferenceActivity,Samsung DeX,Mouse/trackpad
746755873,com.android.settings.privacy.PrivacyDashboardFragment,com.android.settings.privacy.PrivacyDashboardFragment,Privacy,Android personalization service
747888604,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Speak element IDs
752133716,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Keyboard echo
754978730,com.android.settings.development.WirelessDebuggingFragment,com.android.settings.development.WirelessDebuggingFragment,Wireless debugging,Device name
761120010,com.samsung.android.honeyboard.settings.handwriting.HwrSettings,com.samsung.android.honeyboard.settings.handwriting.HwrSettings,Handwriting,Recognition time
761135479,com.samsung.android.honeyboard.settings.handwriting.HwrSettings,com.samsung.android.honeyboard.settings.handwriting.HwrSettings,Handwriting,Recognition type
761315121,com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,com.samsung.android.settings.bluetooth.BluetoothPairingBlockSettings,Advanced,Block pairing requests
766557679,com.samsung.android.settings.connection.WirelessSettings,com.samsung.android.settings.connection.WirelessSettings,More connection settings,Wireless Emergency Alerts
766918104,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Voicemail,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Voicemail,Voicemail,Voicemail number
775820016,com.samsung.android.honeyboard.settings.styleandlayout.modes.ModesSettings,com.samsung.android.honeyboard.settings.styleandlayout.modes.ModesSettings,Mode,One-handed keyboard
775888242,com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,Fingerprints,Faster recognition
777102080,com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.notification.zen.ZenAccessSettings,Special access,Do not disturb permission
