_id,mnoname,smartwifirssia,smartwifirssib,smartwifirssic,smartwifirssiroveinwifionly,smartwifirssiroveoutwifionly,smartwifirssiroveinvoice,smartwifirsrp1,smartwifirsrp2,smartwifirsrp3,smartwifirsrqroveout,smartwifirsrqroveinweak,smartwifirsrqrovein,smartwificdmarssi,smartwifisnrrovein,smartwifisnrroveout,smartwifigsmeciorovein,smartwifigsmecioroveout,smartwifipingaddress,smartpktlosspercentl2w,smartpktlosspercentw2l,thresholdpingrttw2l,pingpacketcount,pingpackettimeout,rtprtcplossratepercent,rtprtcplossmaxcnt,thresholddpdlatency,threshold4grovein,threshold4groveout,threshold3grovein,threshold3groveout,threshold2grovein,threshold2groveout,sysseltimer,tepdgltetimer,tepdg1xtimer,tepdg1xscantimer,hodelaytimer,wifiipconfigtimer,tepdgqualitychecktimer,tepdgltemeasurementtimer,tepdgltemeasurementcount,tepdgwifimeasurementtimer,tepdgwifimeasurementcount,idimac,idiimsi,retry_enabled_for_always_on_apn,smartwifitimer,internet_pdn_keep_alive_timer,epdgserverip,dynamic_fqdn,dynamic_userfqdn,smart_wifi_ans_integration,smart_wifi_rtcp_integration,broadcast_ho_result,attach_pdn,alwayson_apntype,vowifi_pref,ondemand_pdn_handoff,is_throttle_enabled,pcscfv4vendorattr,pcscfv6vendorattr,imeivendorattr,netinterfacenum,epdgenable,emergency_apntype,is_dpd_allowed_in_connected_mode,is_ipv6_enabled,is_ipv6_preferred,certi_path,is_using_certi,handover_support,airplane_mode_support,roaming_support,wfc_call_menu,wfc_setting_menu,wfc_quicksetting_menu
127,GCI_US,-74,-85,0,0,0,0,-116,0,-109,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,35,1,1000,109,116,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc000.mcc311.pub.3gppnetwork.org,1,1,0,0,1,default,ims,1,0,1,20,21,16391,1,on,sos,1,0,0,ca.crt,0,1,1,1,1,1,0
128,Altice_US,-74,-85,0,0,0,0,-116,0,-109,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,35,1,1000,109,116,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc000.mcc311.pub.3gppnetwork.org,0,1,0,0,1,default,ims,1,0,1,20,21,16391,1,on,sos,1,0,0,ca.crt,0,1,1,1,1,0,0
129,USCC_US,-74,-85,0,0,0,0,-116,0,-109,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,35,1,1000,0,0,0,0,0,0,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc000.mcc311.pub.3gppnetwork.org,1,1,0,0,1,default,ims,1,0,1,20,21,16391,1,on,sos,1,0,0,none,0,1,1,1,1,1,0
130,Telcel_MX,-65,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.ims.mnc020.mcc334.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16385,0,on,none,1,0,0,none,0,1,1,1,1,1,1
131,Ooredoo_MV,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc002.mcc472.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
132,RJIL_IN,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc840.mcc405.pub.3gppnetwork.org,1,1,1,1,1,default,ims,1,0,1,16384,16390,16391,0,on,none,1,1,1,none,0,1,1,1,1,1,1
133,AIRTEL_IN,-65,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc010.mcc404.pub.3gppnetwork.org,1,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,1,1,none,0,1,0,1,1,1,1
134,Vodafone_IN,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc086.mcc404.pub.3gppnetwork.org,1,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,1,0,none,0,1,0,1,1,1,1
135,IDEA_IN,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc022.mcc404.pub.3gppnetwork.org,1,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,1,0,none,0,1,0,1,1,1,1
136,Zain_JO,-74,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc416.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,0,0,1
137,STC_SA,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc420.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,0,0,1,1,1
138,Zain_SA,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc004.mcc420.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,0,0,none,0,1,0,1,1,1,1
139,Omantel_OM,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc002.mcc422.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,0,1,0,0,1
140,Etisalat_AE,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc002.mcc424.etisalat.ae,0,1,1,1,1,default,ims,1,0,1,16384,16390,16391,0,on,none,1,1,1,none,0,1,0,0,1,1,1
141,Zain_KW,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc002.mcc419.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,0,1,1,1,1
142,Viva_KW,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc004.mcc419.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
143,PTR_IL,-74,-85,0,0,0,0,-110,0,-100,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,100,110,92,100,84,93,120,120,0,0,0,10,10,2,3,2,3,0,1,1,5,5400000,epdg.epc.mnc001.mcc425.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,0,0,none,0,1,0,1,1,0,1
144,PCL_IL,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc003.mcc425.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,1,1,none,0,1,0,1,1,0,1
145,Cellcom_IL,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc002.mcc425.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,emergency,0,1,0,none,0,1,1,1,1,1,1
146,HotMobile_IL,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc007.mcc425.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,emergency,0,1,0,none,0,1,1,1,1,1,1
147,CSL_HK,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc000.mcc454.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,0
148,3_HK,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,wlan.three.com.hk,0,1,1,1,1,default,ims,1,0,1,16384,16385,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,0
149,Smartone_HK,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc006.mcc454.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16385,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,0
150,CMHK_HK,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc012.mcc454.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16385,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,0
151,PCCW_HK,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc000.mcc454.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16385,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,0
152,3_MO,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,200,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,wlan.three.com.mo,0,1,1,1,1,default,ims,1,0,0,16384,16385,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,0
153,Smart_KH,-75,-80,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg01.epc.mnc006.mcc456.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
154,KDDI_JP,-73,-80,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc051.mcc440.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,ca.crt,1,1,1,0,1,0,0
155,FET_TW,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc466.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,0
156,CHT_TW,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc092.mcc466.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,0
157,APT_TW,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.aptg.com.tw,0,1,1,1,1,default,ims,1,0,1,16384,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,0
158,TWM_TW,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc097.mcc466.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,0
159,DIGI_MY,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc016.mcc502.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
160,UMobile_MY,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc018.mcc502.pub.3gppnetwork.org,1,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
161,Celcom_MY,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,183.171.207.57,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
162,TwoDegree_NZ,-75,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,1,10,10,2,3,2,3,0,1,1,0,5400000,epdg.ims.2degrees.net.nz,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,0,0,none,0,0,1,1,1,1,1
163,TPG_AU,-74,-85,0,0,0,0,-113,0,-104,0,0,0,0,0,-150,0,-15,google.com,0,20,300,5,1,10,1,300,104,113,99,108,94,102,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc014.mcc505.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
164,Telstra_AU,-74,-85,0,0,0,0,-132,0,-130,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,106,110,94,102,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc505.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,1,0,ca.crt,1,1,1,1,1,1,1
165,Optus_AU,-74,-85,0,0,0,0,-113,0,-104,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,104,113,99,108,94,102,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc002.mcc505.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
166,Vodafone_AU,-74,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,104,113,99,108,94,102,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc003.mcc505.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
167,Telkomsel_ID,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc010.mcc510.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,0,0,1
168,Smart_PH,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,0,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc003.mcc515.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
169,Globe_PH,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,0,1,1000,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,weconnect.globe.com.ph,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,1,0,none,0,1,1,1,1,1,1
170,Vinaphone_VN,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc002.mcc452.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,emergency,1,0,0,none,0,1,1,1,1,1,0
171,Viettel_VN,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc004.mcc452.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,0
172,Vietnamobile_VN,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc005.mcc425.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,0
173,Truemove_TH,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc004.mcc520.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,0
174,AIS_TH,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc003.mcc520.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,0
175,DTAC_TH,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,1,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc005.mcc520.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,0
176,Starhub_SG,-75,-80,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc005.mcc525.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,0
177,Singtel_SG,-75,-80,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc525.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,0
178,Mobileone_SG,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.mobileone.net.sg,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,0
179,TPG_SG,-75,-80,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc010.mcc525.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,0
180,Maroc_MA,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,ePDG.iam.ma,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,0,0,none,0,1,1,1,0,0,1
181,Orange_MA,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,5,5400000,epdg.epc.mnc000.mcc604.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
182,Vodacom_ZA,-74,-85,0,0,0,0,-128,0,-114,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,114,128,105,110,99,102,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,41.1.162.233,0,1,1,1,1,default,ims,1,0,1,16384,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
183,Telkom_ZA,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc002.mcc655.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
184,CellC_ZA,-70,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc007.mcc655.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16390,16391,0,on,none,1,0,0,none,0,0,1,1,1,1,1
185,MTN_ZA,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc010.mcc655.pub.3gppnetwork.org,1,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,0,0,ca.crt,1,1,1,1,1,1,1
186,MTN_GH,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc620.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
187,Cable_PA,-74,-82,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,5,5400000,epdg.epc.mnc001.mcc714.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,0,0,on,none,1,0,0,none,0,1,1,1,1,1,0
188,Claro_PE,-75,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,5,5400000,epdg.ims.mnc010.mcc716.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,0,0,on,none,1,0,0,none,0,1,1,1,1,1,1
189,Entel_PE,-74,-82,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,5,5400000,epdg.epc.mnc017.mcc716.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,0,0,on,none,1,0,0,none,0,1,1,1,1,1,0
190,Claro_AR,-75,-85,0,0,0,0,-120,0,-118,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,118,120,118,120,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,5,5400000,epdg.epc.mnc310.mcc722.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16390,16385,0,on,none,1,0,0,none,0,1,1,1,1,1,1
191,Movistar_CL,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,0,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc002.mcc730.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
