name,value
auth_games_whitelisted_scopes,"https://www.googleapis.com/auth/appstate,https://www.googleapis.com/auth/drive.appdata,https://www.googleapis.com/auth/games,https://www.googleapis.com/auth/games_lite,https://www.googleapis.com/auth/plus.me,https://www.googleapis.com/auth/plus.login,https://www.googleapis.com/auth/plus.moments.write,https://www.googleapis.com/auth/display_ads"
finsky.daily_hygiene_probe_unauthenticated,true
youtube:main:*:*:csi_enabled,true
books:nis_notify,true
videos:enable_nur_discovery_guide_internal_force_on_vs,41400220+:true
gearhead:opa_poodle_enabled,true
fireperf:b118e5884f3b76eb62b7a62be5a15f30f34141af_limits,sampling:50
baseline:enable_crash_metric,true
gearhead:should_show_watermark,false
location:places_latency_collection_fraction,0.001
babel_enable_force_warm_sync,true
ctxmgr:activity_detection_fast_mode_count,0
moviemaker:index_file_base_name,index_prod
fitness.service_max_queue_size,50
update_pause_resume_by_service_allowed,false
books:obv3_sample_page_type,V1
user_location_reporting:millis_between_wifi_scan_attachment,115000
measurement.service_enabled,true
fireperf:b977437048cc4caf3a449b34e2a3cb0a5fffaafc_limits,sampling:50
auth_coffee_is_nfc_trustlet_enabled,true
update_clearcut_log_enabled_ui_event_codes,"1,2,8,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26"
wallet.check_form_edit_text_should_hide_label_for_showing_layout_cutout,true
photos:free_up_space_api_enabled_cm,false
photos:free_up_space_api_enabled_fg,true
babel_conc_service_max_wakelock_hold_time_ms,40000
gms_disable:com.google.android.apps.maps,0:enabled
auth_proximity_features_bluetooth_server_uuid,704EE561-3782-405A-A14B-2D47A2DDCDDF
gms:phenotype:enable_multi_accounts_auth,false
adaptive_wifi_heartbeat_upward_trigger,30
enable_full_backup,true
tvrecommendations:silent_feedback_enabled,true
filesgo:primes_network_reporting,true
snet_verify_apps_learn_more_url,https://support.google.com/googleplay/answer/2812853
google_express_courierapp:memory_metric,true
location_sharing.enable_logging,true
playconsole.enable_ab_experiment_notifications_echidna,3
update_clearcut_log_enabled_event_types,"1,2,3,5,6,7,10,11"
cw:gsa_exception_logging_enabled,true
gms:cast:analytics_enabled,true
gads:auto_location_by_gmscore,false
gms:places_default_nearby_alert_refresh_radius_meters,2000.0
fitness.fit_app_session_backfill_in_sync_adapter,true
videos:exo_v2_prioritize_time_over_size_thresholds,false
filesgo:flogger_reporting,true
playconsole.enable_google_mobile_help,true
books:obv3_welcome_page_type,V2
gms:cast:cast_nearby:is_enabled,true
location:places_place_inference_balanced_power_module_list,"BeaconScoring,CategoryScoring,DistanceScoring,GeoJournalScoring,HomeWorkScoring,HulkPersonaScoring,PopularityScoring,SpotterScoring,TimeBasedScoring,WifiScoring"
tvlauncher:silent_full_feedback_enabled,true
tvlauncher:primes_crash_metric_enabled,true
playconsole.killswitch_kill_apk_versions_before,2
videos:exo_v2_use_qoe_listener_vs,41400000+:true
firebase_auth_sms_verification_sender_ids,"44398,54398,605512,51404,50350404,56161174,ID CODE,G.CN Phone Code,Phone Code,+33644630927,+491771783652,+6285574671017,81555,63001,Google,+14159857961,+14159857962,+14159857964,+14159857965,+14159857967,+16509355854,+16509355856,+16509355857,+16509355859,+16509355861"
wallet.clientlog.enabled_for_address_selector,true
finsky.direct_purchase_api_caller_whitelist_for_apps,"com.google.android.vr.home,com.google.android.apps.enterprise.dmagent,com.google.android.projection.gearhead,com.google.android.gms"
checkin_expid_25750829,R
checkin_expid_25750932,Q
checkin_expid_25751518,r
finsky.enable_webapk_install_policy,true
matchstick_sms_promo_add_verified_mapping_timeout,31000
fireperf:20c11523865afb1121f3c0eb764490b6dec31aaa_limits,sampling:50
enable_auth_generic_two_step_verification,true
location_sharing.enable_account_spinner,true
betterbug_enable_crash_metric,true
global:conversation_actions_content_url,https://www.gstatic.com/android/text_classifier/actions/q/v104/en.model
voice_search:help_video_url,http://www.youtube.com/watch?v=tPPcTN5sdX4
plusone:enable_instant_share_video,true
gms_disable:com.google.earth,0:enabled
photos:enable_backup_promo,false
vending_tos_url,https://www.google.com/intl/%locale%/mobile/android/market-terms.html
gms:wearable:service:cloud_sync_disconnected_sync_interval_seconds,900
gms_disable:com.android.vending,0:enabled
classroom.max_env_v2,4
qsb:now_auth_service_throttle_window,86400:24
videos:use_dash_streams_m,true
youtube:offline_http_report_cap_hours,17520
global:cert_pin_metadata_url,https://www.gstatic.com/android/config_update/08202014-metadata.txt
videos:force_prefer_modular_drm_sd,true
books:onboard_genre_header,"{ ""genreStrings"" : [ { ""id"" : 1000000004, ""msg"" : ""Want to start reading? Tell us what you like to read."" } ] }"
gmail_css_style_support,true
instore.consumer.managers.error_notification_manager.time_interval_for_error_notification_millis,63072000000
cw:communication_activity_recognition_detector_interval_ms,600000
photosdraper:enable_holiday_2016,false
videos:exo_bandwidth_fraction,0.7
adaptive_wifi_heartbeat_bad_rst_hb,true
matchstick_sender_notification_icon_url,https://www.gstatic.com/fireball/icons/%s/notificon-1.png
use_msisdn_token,false
photos:short_onboarding,Default
voice_search:supported_actions,"en-US:0,1,2,3,4 en-CA:0,1,2,3,4 en-GB:0,1,2,3,4 en-AU:0,1,2,3,4 en-NZ:0,1,2,3,4 en-IN:0,1,2,3,4 en-001:0,1,2,3,4 af-ZA: ar-DZ: ar-EG: ar-IL: ar-JO: ar-KW: ar-LB: ar-MA: ar-QA: ar-SA: ar-TN: ar-AE: bg-BG: ca-ES: cmn-Hans-CN: cmn-Hans-HK: cmn-Hant-TW: yue-Hant-HK: hr-BA: hr-HR: cs-CZ: da-DK: nl-NL: en-ZA: fi-FI: fil-PH: tl-PH: fr-FR: gl-ES: de-DE: el-GR: iw-IL: hi-IN: hu-HU: is-IS: id-ID: zu-ZA: it-IT: ja-JP: ko-KR: lt-LT: ms-MY: nb-NO: fa-IR: pl-PL: pt-BR: pt-PT: ro-RO: ru-RU: sr-Cyrl-RS: sk-SK: sl-SI: es-AR: es-BO: es-CL: es-CO: es-CR: es-DO: es-EC: es-SV: es-GT: es-HN: es-MX: es-NI: es-PA: es-PY: es-PE: es-PR: es-ES: es-US: es-UY: es-VE: sv-SE: th-TH: tr-TR: uk-UA: vi-VN:"
gms:clearcut_dropbox_upload_strip_logcat:system_server_native_crash,true
playconsole.are_android_metrics_crashes_enabled,true
youtube:companion_ad_enabled,true
music_show_coupon_status,true
uncertified_status,1
gms:clearcut_dropbox_upload_strip_logcat:system_server_watchdog,true
cw:exchange_account_notification_package_blacklist,app.Appstervan.MobiMail;com.airwatch.androidagent;com.airwatch.email;com.blackberry.workspace.launcher;com.boxer.email;com.cloudmagic.mail;com.davidhodges.publicfoldersync;com.fsck.k9;com.google.android.apps.inbox;com.google.android.apps.work.pim;com.google.android.gm;com.kingsoft.email;com.maildroid.pro;com.maildroid;com.metaworldsolutions.froyo.android.email;com.microsoft.exchange.mowa;com.microsoft.office.outlook;com.mimecast;com.mobileiron;com.my.mail;com.nachocove.nachomail;com.ninefolders.hd3.work;com.ninefolders.hd3;com.nitrodesk.droid20.nitroid;com.nitrodesk.honey.nitroid;com.onegravity.k10.free;com.onegravity.k10.pro2;com.openpeak.toggle;com.pushmanager.securekiosk;com.remoba.eas.mobcon.ui.activity;com.remoba.eas.mobile.ui.activity;com.remoba.eas.tab.ui.activity;com.sophos.sse;com.symantec.securemail;com.syntomo.email;com.teamsite.android.calendar.generated;com.toh.exchangemail;com.trtf.blue;it.intesys.syncmail;me.bluemail.mail;mobi.biko.exchained;net.vivekiyer.GAL;org.kman.AquaMail;org.myklos.inote;pl.mobileexperts.securemailexchange.unlocker;ru.mail.mailapp
carrier_services_security_flags_test_service_white_listed_packages,com.google.android.ims.mobly.snippets
fitness.shareable_read_write_scopes,com.nike.NIKEFUEL=https://www.googleapis.com/auth/fitness.activity.write|com.adidas.jump.height=https://www.googleapis.com/auth/fitness.activity.write|com.adidas.hustle=https://www.googleapis.com/auth/fitness.activity.write|com.adidas.quickness=https://www.googleapis.com/auth/fitness.activity.write
matchstick_sender_package,com.google.android.apps.fireball
youtube:offline_dispatch_maximum_errors,0
secure:autofill_field_classification,1
youtube:main:*:*:target_app_version,114559000
nova-wfa.chell.enable_periodic_auth_token_refresh,false
ads:jams:non_default_account_enabled,true
checkin_dropbox_upload:snet_launch_service,true
instore.consumer.start_wifi_scan_after_store_check_in,false
finsky.send_mvno_related_device_attributes,true
fitness.fit_app_backlog_max_minutes,9999999
photos:enable_primes_crash_metric,true
googleit:is_primes_package_logging_enabled,true
society:min_logging_level,900
babel_sms_dep_banner_persistent,false
babel_sms_dep_standalone_19_enabled,true
analytics.batching_strategy.k,BATCH_BY_BRUTE_FORCE
finsky.extra_menu_item_url,https://support.google.com/googleplay/?p=about_play
instore.consumer.semi_alert_state_comma_separated_lower_case_wifi_ap_prefixes,"mcdonald,chick-fil-a wi-fi"
plusone:p_app_url,com.google.android.apps.photos
gads:enable_adid_info,true
auth_coffee_is_place_trustlet_enabled,true
tvrecommendations:connectivity_listener_start_delay,30
photos:minimum_required_version,1.25
url:feedback_url,https://www.google.com/tools/feedback/android/submit rewrite https://www.google.com/tools/feedback/android/__submit
videos:exoplayer_v2_enabled_tron,true
gms_disable:com.google.android.voicesearch,0:enabled
deskclock:spotify_country_codes,"AD,AE,AL,AR,AT,AU,BA,BE,BG,BH,BO,BR,BY,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IS,IT,JO,JP,KW,KZ,LB,LI,LT,LU,LV,MA,MC,MD,ME,MK,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PS,PT,PY,QA,RO,RS,RU,SA,SE,SG,SI,SK,SV,TH,TN,TR,TW,UA,US,UY,VN,ZA"
youtube:main:cache_ms_param_millis,240000
finsky.safe_self_update.throttle_period_ms,43200000
snet_service_remote_idle_mode_enable,true
youtube:main:failsafe_maxnumber_unfinished_startup,-1
plusone:enable_raisr_gservices_flag,true
spacesexperiment:enable_primes,true
gms_disable:com.google.android.apps.googlevoice,0:enabled
babel_conc_service_network_group_max_thread_pool_size,12
cloud_console:enable_package_metric,true
gearhead:passenger_mode_feature_enabled,true
gmail_use_multipart_protobuf,1
finsky.iabv3_subscriptions_enabled,true
playconsole.enable_metered_background_sync,false
gtalk_clock_skew_threshold_ms,300000
meetings:enable_primes_timer_monitoring,true
videos:qoe_offline_logging_enabled,true
gms_disable:com.google.android.ears,0:enabled
voice_search:de_DE_hint_navigate_to,brandenburger tor <b>ansteuern</b>
url:videos_lic,https://www.youtube.com/api/license/wv/fetch rewrite https://play.google.com/video/license/GetEMMs.cgi
gads:adid_info_gmscore_upgrade_reporting:enabled,true
enable_droidguard,1
babel_incremental_load_wakelock_fix_r22,true
babel_incremental_load_wakelock_fix_r23,true
appstate.internal_server_api_path,/appstate/v1whitelisted/states/
gtalk_fallback_wifi_hostports,"alt1-mtalk.google.com:443,alt2-mtalk.google.com:443,alt3-mtalk.google.com:443,alt4-mtalk.google.com:443,alt5-mtalk.google.com:5228,alt6-mtalk.google.com:5228,alt7-mtalk.google.com:5228,alt8-mtalk.google.com:5228"
secure:print_service_search_uri,https://play.google.com/store/apps/collection/promotion_3000abc_print_services
babel_participant_fast_poll_period_millis,10000
finsky.scheduler.black_listed_job_primary_keys,90537747559
fitness.max_location_accuracy_threshold,150
